id,subject,book_id
9116,Smugglers -- Juvenile fiction,21297
11858,Prisoners -- Juvenile fiction,21297
6515,Radio -- Juvenile fiction,45029
24832,Yukon -- Juvenile fiction,45029
1414,Conduct of life -- Juvenile fiction,42504
2496,Children -- Conduct of life -- Juvenile fiction,42504
2966,Friendship -- Juvenile fiction,42504
6091,Runaway children -- Juvenile fiction,42504
9069,Outdoor life -- Juvenile fiction,42504
11770,Theft -- Juvenile fiction,42504
19597,Good and evil -- Juvenile fiction,42504
2966,Friendship -- Juvenile fiction,51979
5868,Nurses -- Juvenile fiction,51979
7453,Adopted children -- Juvenile fiction,51979
10497,Play -- Juvenile fiction,51979
14383,Seaside resorts -- Juvenile fiction,51979
18031,Children's accidents -- Juvenile fiction,51979
2966,Friendship -- Juvenile fiction,53987
3452,College students -- Juvenile fiction,53987
4837,College stories,53987
11952,Bullying -- Juvenile fiction,53987
15299,Young women -- Social life and customs -- Juvenile fiction,53987
6087,Frontier and pioneer life -- Juvenile fiction,28870
1123,Detective and mystery stories,31581
19042,Scientists -- Juvenile fiction,31581
19426,"World War, 1939-1945 -- Juvenile fiction",42250
1008,Animals -- Juvenile fiction,21546
7009,Circus -- Juvenile fiction,21546
11728,Lion -- Juvenile fiction,21546
19909,"World War, 1914-1918 -- Campaigns -- Iraq -- Juvenile fiction",38714
131,Fairy tales,26448
3728,Dragons -- Juvenile fiction,26448
88,Christian life -- Juvenile fiction,44950
1414,Conduct of life -- Juvenile fiction,44950
2496,Children -- Conduct of life -- Juvenile fiction,44950
9693,Temperance -- Juvenile fiction,44950
14723,Prayer -- Juvenile fiction,44950
26292,Carpentry -- Juvenile fiction,44950
7114,"Peninsular War, 1807-1814 -- Juvenile fiction",21374
293,Western stories,44923
6578,Horses -- Juvenile fiction,44923
12376,Cowboys -- Juvenile fiction,44923
3564,Treasure troves -- Juvenile fiction,60055
6281,Alaska -- Juvenile fiction,60055
2493,Boys -- Conduct of life -- Juvenile fiction,23154
2954,Social classes -- England -- Juvenile fiction,23154
2966,Friendship -- Juvenile fiction,23154
12077,Snobs and snobbishness -- Juvenile fiction,23154
12411,Harrow School -- Juvenile fiction,23154
12412,Schools -- England -- Juvenile fiction,23154
1123,Detective and mystery stories,53214
24831,Laboratories -- Juvenile fiction,53214
3603,Animal welfare -- Juvenile fiction,54725
4236,Country life -- Juvenile fiction,54725
5166,Cousins -- Juvenile fiction,54725
15458,Donkeys -- Juvenile fiction,54725
31285,Butterflies -- Collection and Preservation -- Juvenile fiction,54725
2495,Schools -- Juvenile fiction,17636
3452,College students -- Juvenile fiction,41996
9899,West (U.S.) -- Juvenile fiction,41996
13580,Sports stories,41996
20944,"Merriwell, Frank (Fictitious character) -- Juvenile fiction",41996
1008,Animals -- Juvenile fiction,55609
94,Short stories,36341
1415,Children's stories,36341
3960,Adventure and adventurers -- Juvenile fiction,36341
12412,Schools -- England -- Juvenile fiction,36341
4134,Girls -- Juvenile fiction,45497
7508,Mystery fiction,45497
18398,Business enterprises -- Juvenile fiction,45497
7508,Mystery fiction,51608
9867,China -- Juvenile fiction,51608
1414,Conduct of life -- Juvenile fiction,34218
2966,Friendship -- Juvenile fiction,34218
4236,Country life -- Juvenile fiction,34218
7454,Inheritance and succession -- Juvenile fiction,34218
7834,Youth -- Conduct of life -- Juvenile fiction,34218
11137,Charity -- Juvenile fiction,34218
11990,Wealth -- Juvenile fiction,34218
12832,Mothers and daughters -- Juvenile fiction,34218
1415,Children's stories,45859
2849,Adventure stories,45859
11050,Kings and rulers -- Juvenile fiction,45859
11895,Spain -- History -- Juvenile fiction,45859
26803,Spain -- Civilization -- African influences -- Juvenile fiction,45859
26804,Spain -- Civilization -- Classical influences -- Juvenile fiction,45859
26805,Spain -- Social life and customs -- Juvenile fiction,45859
3897,Arctic regions -- Juvenile fiction,10599
6544,Air pilots -- Juvenile fiction,10599
6545,Airplanes -- Piloting -- Juvenile fiction,10599
233,Wit and humor,24783
3245,Pirates -- Juvenile fiction,24783
3004,Boys -- Juvenile fiction,39800
9116,Smugglers -- Juvenile fiction,39800
12375,Great Britain -- History -- 19th century -- Juvenile fiction,39800
335,Satire,5231
1282,London (England) -- Fiction,5231
2545,Mate selection -- Fiction,5231
3228,Commercial crimes -- Fiction,5231
3229,Capitalists and financiers -- Fiction,5231
1702,England -- Fiction,9296
2430,Psychological fiction,9296
2547,Epistolary fiction,9296
3167,Conflict of generations -- Fiction,9296
5773,Kidnapping victims -- Fiction,9296
9765,Young women -- Crimes against -- Fiction,9296
9766,Rape victims -- Fiction,9296
1123,Detective and mystery stories,4047
1530,Lawyers -- United States -- Fiction,4047
1699,Inheritance and succession -- Fiction,4047
2489,Sisters -- Fiction,4047
2708,Murder -- Investigation -- Fiction,4047
3494,Police -- New York (State) -- New York -- Fiction,4047
17851,Merchants -- Crimes against -- Fiction,4047
1282,London (England) -- Fiction,18640
2430,Psychological fiction,18640
2594,Political fiction,18640
3155,Legislators -- Fiction,18640
3162,"Palliser, Plantagenet (Fictitious character) -- Fiction",18640
3169,Widowers -- Fiction,18640
3199,Dublin (Ireland) -- Fiction,18640
3200,Suspense fiction,18640
3201,Legislators -- Crimes against -- Fiction,18640
1702,England -- Fiction,12398
2430,Psychological fiction,12398
2547,Epistolary fiction,12398
3167,Conflict of generations -- Fiction,12398
5773,Kidnapping victims -- Fiction,12398
9765,Young women -- Crimes against -- Fiction,12398
9766,Rape victims -- Fiction,12398
1702,England -- Fiction,10799
2430,Psychological fiction,10799
2547,Epistolary fiction,10799
3167,Conflict of generations -- Fiction,10799
5773,Kidnapping victims -- Fiction,10799
9765,Young women -- Crimes against -- Fiction,10799
9766,Rape victims -- Fiction,10799
1702,England -- Fiction,11364
2430,Psychological fiction,11364
2547,Epistolary fiction,11364
3167,Conflict of generations -- Fiction,11364
5773,Kidnapping victims -- Fiction,11364
9765,Young women -- Crimes against -- Fiction,11364
9766,Rape victims -- Fiction,11364
1702,England -- Fiction,9798
2430,Psychological fiction,9798
2547,Epistolary fiction,9798
3167,Conflict of generations -- Fiction,9798
5773,Kidnapping victims -- Fiction,9798
9765,Young women -- Crimes against -- Fiction,9798
9766,Rape victims -- Fiction,9798
1702,England -- Fiction,9881
2430,Psychological fiction,9881
2547,Epistolary fiction,9881
3167,Conflict of generations -- Fiction,9881
5773,Kidnapping victims -- Fiction,9881
9765,Young women -- Crimes against -- Fiction,9881
9766,Rape victims -- Fiction,9881
807,Biographical fiction,5256
1282,London (England) -- Fiction,5256
3333,Criminals -- Fiction,5256
17688,"Wild, Jonathan, 1682?-1725 -- Fiction",5256
17689,Organized crime -- England -- London -- Fiction,5256
1702,England -- Fiction,10462
2430,Psychological fiction,10462
2547,Epistolary fiction,10462
3167,Conflict of generations -- Fiction,10462
5773,Kidnapping victims -- Fiction,10462
9765,Young women -- Crimes against -- Fiction,10462
9766,Rape victims -- Fiction,10462
130,Africa -- Fiction,13152
5577,Businessmen -- Fiction,13152
7507,Criminals -- England -- Fiction,13152
15273,Crime -- England -- Fiction,13152
19178,"Crimean War, 1853-1856 -- Fiction",55179
1702,England -- Fiction,11889
2430,Psychological fiction,11889
2547,Epistolary fiction,11889
3167,Conflict of generations -- Fiction,11889
5773,Kidnapping victims -- Fiction,11889
9765,Young women -- Crimes against -- Fiction,11889
9766,Rape victims -- Fiction,11889
1702,England -- Fiction,12180
2430,Psychological fiction,12180
2547,Epistolary fiction,12180
3167,Conflict of generations -- Fiction,12180
5773,Kidnapping victims -- Fiction,12180
9765,Young women -- Crimes against -- Fiction,12180
9766,Rape victims -- Fiction,12180
1282,London (England) -- Fiction,7691
2572,"Detective and mystery stories, English",7691
3203,English fiction -- 19th century,7691
4809,Crime -- Fiction,7691
19178,"Crimean War, 1853-1856 -- Fiction",53874
25995,Crime -- Juvenile fiction,44786
26198,United States. Federal Bureau of Investigation -- Juvenile fiction,44786
36,Science fiction,59652
94,Short stories,59652
2487,Love stories,59652
4383,Police -- Fiction,59652
10896,Inventions -- Fiction,59652
16180,Detectives -- Fiction,59652
33567,Crime prevention -- Fiction,59652
183,New York (N.Y.) -- Fiction,27732
2684,Boston (Mass.) -- Fiction,27732
4809,Crime -- Fiction,27732
94,Short stories,24799
4809,Crime -- Fiction,24799
5706,Judges -- Fiction,24799
3296,Kidnapping -- Fiction,19146
12866,Eastern Shore (Md. and Va.) -- Social life and customs -- Fiction,19146
12867,African Americans -- Crimes against -- Fiction,19146
19178,"Crimean War, 1853-1856 -- Fiction",40660
183,New York (N.Y.) -- Fiction,33645
2849,Adventure stories,33645
4809,Crime -- Fiction,33645
16130,"Crimean War, 1853-1856 -- Juvenile fiction",11058
16130,"Crimean War, 1853-1856 -- Juvenile fiction",11058
1073,New York (N.Y.) -- Social life and customs -- Fiction,48621
3173,Man-woman relationships -- Fiction,48621
3228,Commercial crimes -- Fiction,48621
3229,Capitalists and financiers -- Fiction,48621
1110,Germany -- Fiction,50285
2610,Gamblers -- Fiction,50285
2623,Murderers -- Fiction,50285
3333,Criminals -- Fiction,50285
29130,Hypnotism and crime -- Fiction,50285
1123,Detective and mystery stories,5261
3333,Criminals -- Fiction,5261
4809,Crime -- Fiction,5261
1123,Detective and mystery stories,45474
26593,United States Bureau of Investigation -- Fiction,45474
26594,Criminal investigation -- United States -- Fiction,45474
26595,Crime -- United States -- Fiction,45474
1123,Detective and mystery stories,5162
2521,New England -- Fiction,5162
3495,Trials (Murder) -- Fiction,5162
3496,Women -- Crimes against -- Fiction,5162
1702,England -- Fiction,29964
2430,Psychological fiction,29964
2547,Epistolary fiction,29964
3167,Conflict of generations -- Fiction,29964
5773,Kidnapping victims -- Fiction,29964
8243,"Richardson, Samuel, 1689-1761. Clarissa",29964
9765,Young women -- Crimes against -- Fiction,29964
9766,Rape victims -- Fiction,29964
36,Science fiction,51656
94,Short stories,51656
2430,Psychological fiction,51656
4809,Crime -- Fiction,51656
4809,Crime -- Fiction,29453
1699,Inheritance and succession -- Fiction,53819
1702,England -- Fiction,53819
5423,Brothers -- Fiction,53819
13096,Identity -- Fiction,53819
19178,"Crimean War, 1853-1856 -- Fiction",53819
1123,Detective and mystery stories,5901
4778,Railroad stories,5901
4809,Crime -- Fiction,5901
16130,"Crimean War, 1853-1856 -- Juvenile fiction",32930
1123,Detective and mystery stories,44351
25995,Crime -- Juvenile fiction,44351
1123,Detective and mystery stories,6159
4809,Crime -- Fiction,6159
1123,Detective and mystery stories,481
2849,Adventure stories,481
4809,Crime -- Fiction,481
4810,Theft -- Fiction,481
1282,London (England) -- Fiction,47618
2560,Clergy -- Fiction,47618
3228,Commercial crimes -- Fiction,47618
3229,Capitalists and financiers -- Fiction,47618
3539,Artists -- Fiction,47618
4809,Crime -- Fiction,5832
2596,Jewelry theft -- Fiction,40353
4286,Mistaken identity -- Fiction,40353
7508,Mystery fiction,40353
23844,Nobility -- Crimes against -- Fiction,40353
1282,London (England) -- Fiction,7688
2572,"Detective and mystery stories, English",7688
3203,English fiction -- 19th century,7688
4809,Crime -- Fiction,7688
335,Satire,5866
3546,Burglars -- Fiction,5866
4809,Crime -- Fiction,5866
17561,Jury -- Fiction,5866
17562,Reformers -- Fiction,5866
1282,London (England) -- Fiction,47620
2560,Clergy -- Fiction,47620
3228,Commercial crimes -- Fiction,47620
3229,Capitalists and financiers -- Fiction,47620
3539,Artists -- Fiction,47620
1282,London (England) -- Fiction,7689
2572,"Detective and mystery stories, English",7689
3203,English fiction -- 19th century,7689
4809,Crime -- Fiction,7689
1282,London (England) -- Fiction,47619
2560,Clergy -- Fiction,47619
3228,Commercial crimes -- Fiction,47619
3229,Capitalists and financiers -- Fiction,47619
3539,Artists -- Fiction,47619
2534,Married people -- Fiction,19735
4809,Crime -- Fiction,19735
6872,Electricity -- Fiction,19735
1282,London (England) -- Fiction,7685
2572,"Detective and mystery stories, English",7685
3203,English fiction -- 19th century,7685
4809,Crime -- Fiction,7685
1282,London (England) -- Fiction,7687
2572,"Detective and mystery stories, English",7687
3203,English fiction -- 19th century,7687
4809,Crime -- Fiction,7687
1282,London (England) -- Fiction,7690
2572,"Detective and mystery stories, English",7690
3203,English fiction -- 19th century,7690
4809,Crime -- Fiction,7690
1282,London (England) -- Fiction,7686
2572,"Detective and mystery stories, English",7686
3203,English fiction -- 19th century,7686
4809,Crime -- Fiction,7686
1123,Detective and mystery stories,2554
2430,Psychological fiction,2554
3300,Russia -- Fiction,2554
3523,Saint Petersburg (Russia) -- Fiction,2554
150,Private investigators -- England -- Fiction,58866
1123,Detective and mystery stories,58866
3520,"Poirot, Hercule (Fictitious character) -- Fiction",58866
76,"Holmes, Sherlock (Fictitious character) -- Fiction",48320
150,Private investigators -- England -- Fiction,48320
2572,"Detective and mystery stories, English",48320
138,Fantasy fiction,1695
1123,Detective and mystery stories,1695
1282,London (England) -- Fiction,1695
2650,Anarchists -- Fiction,1695
3532,Allegories,1695
4383,Police -- Fiction,1695
2572,"Detective and mystery stories, English",1720
3163,Great Britain -- Fiction,1720
3287,Aristocracy (Social class) -- Fiction,1720
94,Short stories,6133
3546,Burglars -- Fiction,6133
3547,"Lupin, Arsène (Fictitious character) -- Fiction",6133
3548,"Adventure stories, French -- Translations into English",6133
4709,Mystery and detective stories,6133
150,Private investigators -- England -- Fiction,58820
1123,Detective and mystery stories,58820
2708,Murder -- Investigation -- Fiction,58820
33190,"Wimsey, Peter, Lord (Fictitious character), 1890- -- Fiction",58820
25,Fiction,2038
94,Short stories,2038
2572,"Detective and mystery stories, English",2038
76,"Holmes, Sherlock (Fictitious character) -- Fiction",3070
150,Private investigators -- England -- Fiction,3070
188,Dogs -- Fiction,3070
1123,Detective and mystery stories,3070
3506,Blessing and cursing -- Fiction,3070
3507,Dartmoor (England) -- Fiction,3070
1123,Detective and mystery stories,60604
2495,Schools -- Juvenile fiction,60604
7454,Inheritance and succession -- Juvenile fiction,60604
1123,Detective and mystery stories,17866
3549,Private investigators -- Fiction,17866
3550,Murder -- Fiction,17866
1123,Detective and mystery stories,173
2563,"Fu Manchu, Doctor (Fictitious character) -- Fiction",173
3333,Criminals -- Fiction,173
1123,Detective and mystery stories,21854
3518,"Trent, Philip (Fictitious character) -- Fiction",21854
1702,England -- Fiction,706
2572,"Detective and mystery stories, English",706
3333,Criminals -- Fiction,706
3524,Raffles (Fictitious character) -- Fiction,706
1123,Detective and mystery stories,4715
1123,Detective and mystery stories,1703
3173,Man-woman relationships -- Fiction,1703
118,Venice (Italy) -- Fiction,170
1123,Detective and mystery stories,170
18491,Hotels -- Fiction,170
1123,Detective and mystery stories,32978
2555,Serial murders -- Fiction,32978
2556,"Whitechapel (London, England) -- Fiction",32978
2557,"Jack, the Ripper -- Fiction",32978
76,"Holmes, Sherlock (Fictitious character) -- Fiction",3776
150,Private investigators -- England -- Fiction,3776
1123,Detective and mystery stories,3776
25,Fiction,1831
1123,Detective and mystery stories,1831
2716,Ghost stories,1831
183,New York (N.Y.) -- Fiction,21617
1123,Detective and mystery stories,21617
4047,Booksellers and bookselling -- Fiction,172
4048,"Brooklyn (New York, N.Y.) -- Fiction",172
4709,Mystery and detective stories,172
1123,Detective and mystery stories,59818
2708,Murder -- Investigation -- Fiction,59818
1123,Detective and mystery stories,59893
2708,Murder -- Investigation -- Fiction,59893
14855,Lawyers -- Fiction,59893
17385,London (England) -- Social life and customs -- 20th century -- Fiction,59893
1123,Detective and mystery stories,59893
2708,Murder -- Investigation -- Fiction,59893
14855,Lawyers -- Fiction,59893
17385,London (England) -- Social life and customs -- 20th century -- Fiction,59893
304,"Horror tales, English",49222
2572,"Detective and mystery stories, English",49222
5286,"Ghost stories, English",49222
9341,"Silence, John (Fictitious character) -- Fiction",49222
9342,"Paranormal fiction, English",49222
9343,Psychics -- Fiction,49222
1123,Detective and mystery stories,1563
3546,Burglars -- Fiction,1563
3547,"Lupin, Arsène (Fictitious character) -- Fiction",1563
94,Short stories,40108
3234,Egypt -- Fiction,40108
4709,Mystery and detective stories,40108
94,Short stories,32854
3546,Burglars -- Fiction,32854
3547,"Lupin, Arsène (Fictitious character) -- Fiction",32854
4709,Mystery and detective stories,32854
15941,"Adventure stories, French",32854
25,Fiction,2031
784,Parapsychology,2031
1123,Detective and mystery stories,2031
76,"Holmes, Sherlock (Fictitious character) -- Fiction",34079
150,Private investigators -- England -- Fiction,34079
188,Dogs -- Fiction,34079
1123,Detective and mystery stories,34079
3506,Blessing and cursing -- Fiction,34079
3507,Dartmoor (England) -- Fiction,34079
2572,"Detective and mystery stories, English",1696
3501,Private investigators -- England -- London -- Fiction,1696
99,Orphans -- Fiction,1917
1123,Detective and mystery stories,1917
2578,Courtship -- Fiction,1917
2620,Guardian and ward -- Fiction,1917
5423,Brothers -- Fiction,1917
18163,"Wales, South -- Social life and customs -- 19th century -- Fiction",1917
25,Fiction,872
56,Essays,872
94,Short stories,872
511,Humorous stories,330
1123,Detective and mystery stories,330
2487,Love stories,330
3173,Man-woman relationships -- Fiction,330
3816,Health resorts -- Fiction,330
9124,Impersonation -- Fiction,330
1123,Detective and mystery stories,27794
8285,Fantômas (Fictitious character) -- Fiction,27794
3544,Kidnapping -- Juvenile fiction,44788
4077,Caves -- Juvenile fiction,44788
4709,Mystery and detective stories,44788
8810,Motorboats -- Juvenile fiction,44788
11131,Thieves -- Juvenile fiction,44788
2849,Adventure stories,45457
4709,Mystery and detective stories,45457
11168,Robinsonades,45457
15299,Young women -- Social life and customs -- Juvenile fiction,45457
16179,Women air pilots -- Juvenile fiction,45457
25273,Cuba -- Description and travel -- Juvenile fiction,45457
4047,Booksellers and bookselling -- Fiction,41325
4048,"Brooklyn (New York, N.Y.) -- Fiction",41325
4709,Mystery and detective stories,41325
1123,Detective and mystery stories,59854
2595,Police -- England -- Fiction,59854
2708,Murder -- Investigation -- Fiction,59854
25,Fiction,1552
94,Short stories,1552
1123,Detective and mystery stories,1552
1282,London (England) -- Fiction,59478
2317,"Thorndyke, Doctor (Fictitious character) -- Fiction",59478
2318,Physicians -- Fiction,59478
2572,"Detective and mystery stories, English",59478
1123,Detective and mystery stories,58711
28058,Edinburgh (Scotland) -- Fiction,58711
1123,Detective and mystery stories,60233
4709,Mystery and detective stories,60233
11131,Thieves -- Juvenile fiction,60233
21576,Jewelry -- Juvenile fiction,60233
33909,Air mail service -- Juvenile fiction,60233
1123,Detective and mystery stories,60096
33568,Forensic scientists -- Fiction,60096
1123,Detective and mystery stories,59369
2708,Murder -- Investigation -- Fiction,59369
33385,Berkeley (Calif.) -- Fiction,59369
1123,Detective and mystery stories,2014
2555,Serial murders -- Fiction,2014
2556,"Whitechapel (London, England) -- Fiction",2014
2557,"Jack, the Ripper -- Fiction",2014
1123,Detective and mystery stories,1182
3552,Drug traffic -- Fiction,1182
102,Schools -- Fiction,8178
3967,"Sawyer, Tom (Fictitious character) -- Fiction",93
7508,Mystery fiction,93
1123,Detective and mystery stories,39287
1282,London (England) -- Fiction,39287
2578,Courtship -- Fiction,39287
2998,Americans -- England -- Fiction,39287
1123,Detective and mystery stories,17959
2563,"Fu Manchu, Doctor (Fictitious character) -- Fiction",17959
25,Fiction,4223
2572,"Detective and mystery stories, English",4223
3960,Adventure and adventurers -- Juvenile fiction,34592
4709,Mystery and detective stories,34592
20568,"Parker, Penny (Fictitious character) -- Juvenile fiction",34592
20569,Women detectives -- Juvenile fiction,34592
20570,Women in journalism -- Juvenile fiction,34592
20571,Gangsters -- Juvenile fiction,34592
1123,Detective and mystery stories,18613
1123,Detective and mystery stories,46153
3203,English fiction -- 19th century,46153
1123,Detective and mystery stories,57631
4322,Legal stories,57631
32663,"Leithen, Edward (Fictitious character) -- Fiction",57631
25,Fiction,32117
94,Short stories,32117
1123,Detective and mystery stories,32117
1123,Detective and mystery stories,1601
3173,Man-woman relationships -- Fiction,1601
3550,Murder -- Fiction,1601
1123,Detective and mystery stories,1159
7859,Secret societies -- Fiction,1159
25,Fiction,40848
94,Short stories,40848
2572,"Detective and mystery stories, English",40848
76,"Holmes, Sherlock (Fictitious character) -- Fiction",30933
150,Private investigators -- England -- Fiction,30933
1123,Detective and mystery stories,30933
25,Fiction,1963
1123,Detective and mystery stories,1963
25,Fiction,1218
1123,Detective and mystery stories,1218
2572,"Detective and mystery stories, English",12590
1123,Detective and mystery stories,2028
3550,Murder -- Fiction,2028
18140,Hoodlums -- Fiction,2028
18141,London (England) -- Social life and customs -- Fiction,2028
2495,Schools -- Juvenile fiction,37019
2925,High school students -- Juvenile fiction,37019
4709,Mystery and detective stories,37019
8423,Best friends -- Juvenile fiction,37019
15299,Young women -- Social life and customs -- Juvenile fiction,37019
304,"Horror tales, English",10624
1221,Supernatural -- Fiction,10624
2572,"Detective and mystery stories, English",10624
5286,"Ghost stories, English",10624
9341,"Silence, John (Fictitious character) -- Fiction",10624
9342,"Paranormal fiction, English",10624
9343,Psychics -- Fiction,10624
1123,Detective and mystery stories,13058
3547,"Lupin, Arsène (Fictitious character) -- Fiction",13058
1123,Detective and mystery stories,58238
2430,Psychological fiction,58238
3300,Russia -- Fiction,58238
3523,Saint Petersburg (Russia) -- Fiction,58238
1699,Inheritance and succession -- Fiction,12441
2504,Indiana -- Fiction,12441
4709,Mystery and detective stories,12441
2849,Adventure stories,60211
3358,Camping -- Juvenile fiction,60211
4134,Girls -- Juvenile fiction,60211
4578,Girls -- Societies and clubs -- Juvenile fiction,60211
4579,Humanitarianism -- Juvenile fiction,60211
4709,Mystery and detective stories,60211
5052,Boats and boating -- Juvenile fiction,60211
9155,Clubs -- Juvenile fiction,60211
11072,Hermits -- Juvenile fiction,60211
33889,Tents -- Juvenile fiction,60211
1123,Detective and mystery stories,2123
2869,France -- Fiction,2123
4979,Book collectors -- Fiction,2123
1123,Detective and mystery stories,24933
3200,Suspense fiction,24933
104,England -- Social life and customs -- 19th century -- Fiction,45038
1123,Detective and mystery stories,45038
3198,Devon (England) -- Fiction,45038
18234,Romance fiction,45038
1123,Detective and mystery stories,57669
2684,Boston (Mass.) -- Fiction,57669
4884,College teachers -- Fiction,57669
21992,"Van Dusen, Augustus S. F. X. (Fictitious character) -- Fiction",57669
1123,Detective and mystery stories,1869
3550,Murder -- Fiction,1869
11249,Railroad travel -- Fiction,1869
183,New York (N.Y.) -- Fiction,2454
1215,"Detective and mystery stories, American",2454
17684,Chemistry teachers -- Fiction,2454
32282,"Kennedy, Craig (Fictitious character) -- Fiction",2454
25,Fiction,2295
1375,"Short stories, American",2295
2572,"Detective and mystery stories, English",49694
3170,Nobility -- Fiction,49694
3550,Murder -- Fiction,49694
20349,Suburbs -- England -- London -- Fiction,49694
1123,Detective and mystery stories,59653
33568,Forensic scientists -- Fiction,59653
1123,Detective and mystery stories,49935
7072,English fiction -- 20th century,49935
7093,"World War, 1914-1918 -- Veterans -- Fiction",49935
28798,"Drummond, Bulldog (Fictitious character) -- Fiction",49935
1123,Detective and mystery stories,23641
3329,United States -- Social life and customs -- 19th century -- Fiction,23641
1123,Detective and mystery stories,28264
19950,"Cleek, Hamilton (Fictitious character) -- Fiction",28264
1123,Detective and mystery stories,49931
5104,American fiction -- 20th century,49931
1123,Detective and mystery stories,36481
1222,Horror tales,36481
2586,Gothic fiction,36481
3582,Paranormal fiction,36481
1123,Detective and mystery stories,58413
5972,England -- Social life and customs -- 20th century -- Fiction,58413
1215,"Detective and mystery stories, American",38131
1375,"Short stories, American",38131
22612,Secret service -- United States -- Fiction,38131
1282,London (England) -- Fiction,7691
2572,"Detective and mystery stories, English",7691
3203,English fiction -- 19th century,7691
4809,Crime -- Fiction,7691
1123,Detective and mystery stories,36346
2708,Murder -- Investigation -- Fiction,36346
18327,Chinese -- England -- Fiction,36346
2572,"Detective and mystery stories, English",53341
3549,Private investigators -- Fiction,53341
4709,Mystery and detective stories,44670
5166,Cousins -- Juvenile fiction,44670
12985,Spies -- Juvenile fiction,44670
16179,Women air pilots -- Juvenile fiction,44670
20569,Women detectives -- Juvenile fiction,44670
21283,Mistaken identity -- Juvenile fiction,44670
1123,Detective and mystery stories,10476
1282,London (England) -- Fiction,10476
2317,"Thorndyke, Doctor (Fictitious character) -- Fiction",10476
2318,Physicians -- Fiction,10476
25,Fiction,6864
1123,Detective and mystery stories,6864
25,Fiction,30836
1123,Detective and mystery stories,30836
1123,Detective and mystery stories,11127
3550,Murder -- Fiction,11127
5296,Boardinghouses -- Fiction,11127
11966,Actors and actresses -- Fiction,11127
4709,Mystery and detective stories,59771
33627,Police -- Australia -- Fiction,59771
1123,Detective and mystery stories,56960
1282,London (England) -- Fiction,56960
2708,Murder -- Investigation -- Fiction,56960
1123,Detective and mystery stories,6382
25,Fiction,24769
1123,Detective and mystery stories,24769
1123,Detective and mystery stories,53345
1414,Conduct of life -- Juvenile fiction,53345
2536,Bildungsromans,53345
3544,Kidnapping -- Juvenile fiction,53345
4593,Newspaper vendors -- Juvenile fiction,53345
6681,Poverty -- Juvenile fiction,53345
7834,Youth -- Conduct of life -- Juvenile fiction,53345
7835,Diligence -- Juvenile fiction,53345
7836,Success -- Juvenile fiction,53345
11064,Courage -- Juvenile fiction,53345
11250,Fatherless families -- Juvenile fiction,53345
12252,Youth and death -- Juvenile fiction,53345
16258,New York (N.Y.) -- History -- 1865-1898 -- Juvenile fiction,53345
25,Fiction,46456
1123,Detective and mystery stories,46456
1414,Conduct of life -- Juvenile fiction,10724
3960,Adventure and adventurers -- Juvenile fiction,10724
4709,Mystery and detective stories,10724
12260,Swindlers and swindling -- Juvenile fiction,10724
16258,New York (N.Y.) -- History -- 1865-1898 -- Juvenile fiction,10724
16261,Real estate agents -- Juvenile fiction,10724
1123,Detective and mystery stories,55560
2495,Schools -- Juvenile fiction,55560
3565,Brothers -- Juvenile fiction,55560
22051,Military cadets -- Juvenile fiction,55560
25,Fiction,4745
1123,Detective and mystery stories,4745
304,"Horror tales, English",10659
1221,Supernatural -- Fiction,10659
2572,"Detective and mystery stories, English",10659
5286,"Ghost stories, English",10659
9341,"Silence, John (Fictitious character) -- Fiction",10659
9342,"Paranormal fiction, English",10659
1123,Detective and mystery stories,59895
7093,"World War, 1914-1918 -- Veterans -- Fiction",59895
1123,Detective and mystery stories,34795
3546,Burglars -- Fiction,34795
3547,"Lupin, Arsène (Fictitious character) -- Fiction",34795
1123,Detective and mystery stories,24839
3547,"Lupin, Arsène (Fictitious character) -- Fiction",24839
1123,Detective and mystery stories,5121
2544,Widows -- Fiction,5121
2626,Executions and executioners -- Fiction,5121
3498,False testimony -- Fiction,5121
3499,Judicial error -- Fiction,5121
1123,Detective and mystery stories,40909
3333,Criminals -- Fiction,40909
94,Short stories,13180
1073,New York (N.Y.) -- Social life and customs -- Fiction,13180
1123,Detective and mystery stories,13180
2487,Love stories,13180
2578,Courtship -- Fiction,13180
1123,Detective and mystery stories,23474
1196,Clergy -- England -- Fiction,23474
1215,"Detective and mystery stories, American",35991
14348,American fiction,35991
21344,"Narrative poetry, American",35991
25,Fiction,1699
1123,Detective and mystery stories,1699
3960,Adventure and adventurers -- Juvenile fiction,34403
4709,Mystery and detective stories,34403
20568,"Parker, Penny (Fictitious character) -- Juvenile fiction",34403
20569,Women detectives -- Juvenile fiction,34403
1123,Detective and mystery stories,26613
3452,College students -- Juvenile fiction,26613
4709,Mystery and detective stories,26613
4837,College stories,26613
11169,"Fielding, Ruth (Fictitious character) -- Juvenile fiction",26613
1123,Detective and mystery stories,32707
19623,Mackinac Island (Mich. : Island) -- Social life and customs -- Fiction,32707
1123,Detective and mystery stories,54273
14734,Nurses -- Fiction,54273
31072,Women detectives -- Fiction,54273
1123,Detective and mystery stories,15323
25,Fiction,1314
1123,Detective and mystery stories,1314
1123,Detective and mystery stories,25753
3544,Kidnapping -- Juvenile fiction,25753
6515,Radio -- Juvenile fiction,25753
